r (Å),g_NN
8.69433962264151, 0.9679245283018867
8.739622641509435, 0.9830188679245282
8.784905660377358, 0.9981132075471697
8.822641509433963, 1.011320754716981
8.845283018867924, 1.0188679245283017
8.90566037735849, 1.0283018867924527
8.943396226415095, 1.0339622641509432
8.99622641509434, 1.030188679245283
9.041509433962263, 1.020754716981132
9.079245283018867, 1.0150943396226415
9.109433962264152, 1.0075471698113208
9.139622641509433, 0.9999999999999999
9.177358490566037, 0.9999999999999999
9.215094339622642, 1.0075471698113208
9.222641509433963, 1.011320754716981
9.252830188679246, 1.0188679245283017
9.283018867924529, 1.0226415094339623
9.320754716981133, 1.032075471698113
9.335849056603774, 1.0339622641509432
9.396226415094338, 1.052830188679245
9.41132075471698, 1.0566037735849054
9.464150943396227, 1.0641509433962262
9.479245283018868, 1.0660377358490565
9.539622641509434, 1.0660377358490565
9.577358490566038, 1.060377358490566
9.59245283018868, 1.052830188679245
9.637735849056604, 1.0433962264150942
9.683018867924527, 1.0377358490566038
9.720754716981132, 1.0339622641509432
9.766037735849057, 1.030188679245283
9.818867924528302, 1.0283018867924527
9.864150943396227, 1.030188679245283
9.88679245283019, 1.0339622641509432
9.91698113207547, 1.0396226415094338
9.954716981132075, 1.0471698113207546
9.954716981132075, 1.0471698113207546
