r (Å),g_NH
3.190125798242666, 4.358306830936981
3.190125798242666, 4.287973034368485
3.193954962308542, 4.201654284034421
3.2023791232534693, 3.776454513870329
3.2028896784622525, 3.6901357635362655
3.2100374513852215, 3.6063746058046924
3.2105480065940046, 3.521228085413437
3.217695779516973, 3.438852290341546
3.218206334725757, 3.3523204072906085
3.2253541076487253, 3.270051178577155
3.225864662857509, 3.1834127291677796
3.2330124357804775, 3.101250066812763
3.2335229909892607, 3.015037882837137
3.2406707639122296, 2.932448955048372
3.241181319121013, 2.8466630365064938
3.2483290920439813, 2.762369046982735
3.251392423296682, 2.68755946335988
3.258093460411965, 2.5859750821796994
3.2641563035162693, 2.47954193169063
3.271304076439238, 2.397912101127799
3.271814631648021, 2.317561066866214
3.2781965717578143, 2.2434974477524183
3.2820257358236904, 2.1773197391629693
3.2896840639554426, 2.0720588186167084
3.2973423920871943, 1.9445788123363084
3.3050007202189464, 1.8166991822117695
3.3126590483506986, 1.6888195520872307
3.3203173764824507, 1.5621387934951092
3.327975704614203, 1.4358576587471266
3.3356340327459546, 1.3095765239991444
3.3432923608777068, 1.1832953892511622
3.3655015124597876, 1.0638078598535463
3.4390214625246074, 0.9800467021219736
3.519433907908004, 0.9238668555240794
3.6036755173572765, 0.9215417713399967
3.6879171268065494, 0.9450832487038321
3.7721587362558213, 0.9622307445614409
3.856400345705094, 0.9706591747287403
3.940641955154367, 1.0064073440590091
4.024883564603639, 1.019776578117484
4.109125174052911, 1.0462244107114227
4.193366783502185, 1.077613047196536
4.277608392951457, 1.0898197391629703
4.361850002400729, 1.0703471591212788
4.446091611850003, 1.0331458121759587
4.530333221299275, 0.9837377732642043
4.614574830748548, 0.9253200331391307
4.69881644019782, 0.8686461061521191
4.783058049647092, 0.8195287027633755
4.867299659096366, 0.7823273558180555
4.951541268545638, 0.7675049441445294
5.03578287799491, 0.7933715056924475
5.120024487444184, 0.816622347533273
5.2042660968934555, 0.807322010796943
5.2885077063427275, 0.788721337324283
5.372749315792001, 0.7855243465711688
5.456990925241273, 0.8009280292907155
5.541232534690545, 0.8122628146881175
5.625474144139819, 0.842779544604201
5.709715753589091, 0.8331885723448602
5.7939573630383645, 0.8480109840183871
5.8781989724876365, 0.8895718638088619
5.962440581936908, 0.9038130044363673
6.046682191386182, 0.9352016409214814
6.130923800835454, 0.9474083328879148
6.215165410284726, 0.9662996418835856
6.299407019734, 0.9854815864022664
6.383648629183272, 1.019485942594474
6.467890238632544, 1.0610468223849487
6.552131848081817, 1.0575591961088247
6.636373457531089, 1.0529090277406592
6.720615066980361, 1.0558153829707626
6.804856676429635, 1.0654063552301034
6.889098285878907, 1.0834257576567428
6.973339895328179, 1.0935980009621034
7.057581504777453, 1.0758692340584748
7.141823114226725, 1.0845882997487841
7.226064723675998, 1.0764505051044955
7.31030633312527, 1.0930167299160836
7.394547942574542, 1.0956324496231762
7.478789552023816, 1.0764505051044955
7.563031161473088, 1.0654063552301034
7.64727277092236, 1.0430274199583085
7.7315143803716335, 1.0473869528034632
7.8157559898209055, 1.0424461489122878
7.899997599270179, 1.0505839435565765
7.984239208719451, 1.06220936447699
8.068480818168723, 1.056977925062804
8.152722427617997, 1.0502933080335666
8.236964037067269, 1.0398304292051952
8.32120564651654, 1.0299488214228445
8.405447255965814, 1.0098949703351332
8.489688865415086, 0.9965257362766584
8.57393047486436, 0.9962351007536476
8.658172084313632, 0.9872253995403284
8.742413693762904, 0.9947819231385964
8.826655303212178, 0.9744374365278743
8.91089691266145, 0.9706591747287403
8.995138522110722, 0.9840284087872142
9.079380131559995, 0.9901317547704318
9.163621741009267, 0.9825752311721629
9.24786335045854, 0.9758906141429255
9.332104959907813, 0.9567086696242448
9.416346569357085, 0.9622307445614409
9.500588178806357, 0.9694966326366989
9.58482978825563, 0.9744374365278743
9.669071397704903, 0.9811220535571117
9.753313007154174, 0.9755999786199157
9.837554616603448, 0.9610682024693995
9.92179622605272, 0.9694966326366989
9.975404522974985, 0.9726936233898122
