r (Å),g_CH3C
3.4847933039422405, 0.7586253244935355
3.5000798671011437, 0.8037855988496385
3.515366430260048, 0.8486921637992466
3.530652993418951, 0.8935987287488547
3.5472134368410964, 0.9395926197262985
3.5637738802632417, 0.9836655680545658
3.579060443422146, 1.0245127825002545
3.594347006581049, 1.0651062875394484
3.612727278950683, 1.1068233628074053
3.623646252635614, 1.1430965590959992
3.680970864481503, 1.2713086076682276
3.707722350009584, 1.3180545658149243
3.730652194747939, 1.3609314555125727
3.7535820394862953, 1.3992415758933117
3.7797875763301296, 1.4369355448582772
3.799441728963006, 1.4700772421867048
3.8835178263369756, 1.5741560895711233
3.94466407897259, 1.6167551070616581
4.021096894767108, 1.6363906774916015
4.105172992141078, 1.6369442252875905
4.170140885566418, 1.617431665478978
4.216000575043129, 1.5824197673826734
4.265681905309565, 1.5471904040808018
4.323006517155454, 1.509732022421867
4.395617692160245, 1.4807053598696935
4.479693789534215, 1.452889583121246
4.548483323749281, 1.4219304456741466
4.594343013225993, 1.3857442354677796
4.632559421123251, 1.3510367886592691
4.659310906651333, 1.3137415059045099
4.687154289547907, 1.2753588971219152
4.715361638233979, 1.2411806156469511
4.751030285604754, 1.1995722729817775
4.785425052712288, 1.1601458312124606
4.808354897450643, 1.1424876565204112
4.953577247460226, 1.0854722335335436
5.037653344834196, 1.0923915809834064
5.121729442208165, 1.1009715718212358
5.190518976423233, 1.073986116766772
5.24784358826912, 1.0365005519571413
5.308989840904735, 1.0022497820803216
5.381601015909528, 0.9757313829787235
5.465677113283496, 0.9701959050188331
5.549753210657466, 0.9794678306016493
5.6338293080314354, 0.9576026926600834
6.048750308058819, 0.8982742306685476
6.130642610695803, 0.8929759874783669
6.199432144910869, 0.8578257024330651
6.264400038336209, 0.8219004504733789
6.344654494920453, 0.7995647969052224
6.424908951504696, 0.8250971889952152
6.489876844930038, 0.859347958872035
6.558666379145103, 0.8929759874783669
6.642742476519073, 0.9108279038990124
6.726818573893043, 0.8985114654382571
6.810894671267013, 0.8873021225694795
6.894970768640983, 0.8933911483253587
6.9790468660149525, 0.9171937035528861
7.0631229633889205, 0.9483307670772676
7.14719906076289, 0.966182683497913
7.23127515813686, 0.9700575180698361
7.31535125551083, 0.9706110658658249
7.3994273528848, 0.9761465438257151
7.48350345025877, 0.9868023388985034
7.567579547632739, 0.9987036165122671
7.6172608778991755, 1.0016789359157081
8.132333131003344, 1.0634994612983135
8.217258481886141, 1.0688657996538737
8.30133457926011, 1.0838115901455767
8.38541067663408, 1.082289333706607
8.46948677400805, 1.0622232261020055
8.55356287138202, 1.0396661534154537
8.63763896875599, 1.033438740710577
8.72171506612996, 1.046585500865316
8.80579116350393, 1.064160643387967
8.8898672608779, 1.0737093428687772
8.97394335825187, 1.0644374172859616
9.054197814836114, 1.0359297057925276
9.134452271420356, 1.0072836073500968
9.218528368794326, 1.0047926422681461
9.302604466168296, 1.0204303675048354
9.386680563542265, 1.0418803445994096
9.470756660916235, 1.0482461442532829
9.554832758290205, 1.0265193932607146
9.604514088556643, 1.0100513463300418
